"Star_idx":"s_name":"Distance From The Sun":"star temperature":"relative mass":"Radius":"STAR LUMINOSITY":"TYPE OF STAR"
8012:"Quasarionara":872,59:2719:0,1:0,27:0,07:"M:2:V"
181:"Astraflame":136:2541:0,1:0,35:0,03:"M:4:V"
8162:"Baekdu":427,442:3170:0,3:0,68:0,04:"M:2:V"
6056:"Aozora Nebula":107,118:3265:0,4:0,6:0,03:"M:1:V"
9756:"Runeblade":1042,07:2474:0,4:0,18:0,08:"M:8:V"
9964:"Cerulean Abyss":1380,83:2597:0,3:0,66:0,07:"M:1:V"
4690:"Amun-Ra Mirage":96,9:3381:0,2:0,22:0,04:"M:0:V"
8422:"Pollux":52,9:4197:0,6:0,78:0,17:"K:4:V"
8158:"Quantum Mirage":648,69:2917:0,3:0,07:0,06:"M:5:V"
9692:"Ninja's Radiance":275:2606:0,4:0,19:0,03:"M:7:V"
2781:"Aldebaran":329:2962:0,1:0,33:0,07:"M:2:V"
8611:"Ma'at's Cascade":1230,24:3330:0,2:0,38:0,07:"M:2:V"
101:"Stellarastrum":827,13:2427:0,2:0,57:0,02:"M:4:V"
387:"Lotus Echo":925,754:3145:0,2:0,24:0,02:"M:3:V"
5156:"Penumbralix":152,744:2546:0,4:0,62:0,02:"M:7:V"
1483:"Oborozuki":113,53:5295:1:1:1,18:"G:4:V"
2157:"Koeia":55,0375:3836:0,5:0,84:0,42:"K:6:V"
7360:"Abyssal Echo":68,4:3258:0,2:0,25:0,08:"M:1:V"
5279:"Vortexara":122,36:2681:0,1:0,17:0,07:"M:6:V"
5081:"Imai":343,23:2512:0,2:0,64:0,04:"M:8:V"
8434:"Ryusei":1946,66:2986:0,3:0,46:0,03:"M:4:V"
3265:"Vortexion":911,328:2493:0,2:0,57:0,07:"M:5:V"
8699:"Comet Shroud":1331,25:3125:0,4:0,67:0,05:"M:2:V"
1452:"Fjordfall":95,08:3963:0,6:0,93:0,23:"K:4:V"
6701:"Ephemeral Phoenix":447:2888:0,4:0,47:0,05:"M:3:V"
5312:"Phoenicia":1307:5362:0,9:0,99:0,62:"G:4:V"
2520:"Yurei Celestial":328,802:2527:0,4:0,22:0,04:"M:5:V"
9842:"Rigel":29,6:4285:0,6:0,8:0,09:"K:5:V"
308:"Skyforged":7900:3990:0,6:0,71:0,31:"K:6:V"
576:"Alpheratz":1055,19:2974:0,3:0,24:0,06:"M:5:V"
5893:"Yugen":62,87:3918:0,5:0,77:0,46:"K:2:V"
3089:"Spica":420:2432:0,3:0,25:0,04:"M:6:V"
8575:"Meissa":488,45:2560:0,3:0,62:0:"M:7:V"
4645:"Ain":868,659:4335:0,8:0,83:0,13:"K:5:V"
1193:"Rasalgethi":362:4429:0,7:0,87:0,3:"K:2:V"
3368:"Elgafar":2190:2605:0,1:0,55:0,05:"M:5:V"
608:"Nebulithra":884,095:3979:0,5:0,85:0,32:"K:3:V"
3298:"Nebula Nova":251:5171:0,5:0,75:0,56:"K:0:V"
70:"Pulsarianix":1544,64:3104:0,3:0,13:0,03:"M:1:V"
2281:"Astral Whisper":15,2528:4223:0,7:0,8:0,59:"K:0:V"
729:"Gumala":865,512:3889:0,6:0,89:0,5:"K:5:V"
5012:"Naledi":37,2209:4068:0,5:0,74:0,58:"K:2:V"
985:"Albali":24,7399:4369:0,6:0,94:0,39:"K:2:V"
9201:"Kasumi Whisper":381,199:4636:0,7:0,8:0,52:"K:2:V"
3521:"Hotaru Ascendance":62,23:2874:0,2:0,57:0,05:"M:1:V"
3772:"Helixarian":97:4035:0,6:0,91:0,26:"K:2:V"
2350:"Nahn":32,6:3134:0,2:0,44:0,01:"M:3:V"
3563:"Mirfak":561,29:2493:0,2:0,43:0,03:"M:3:V"
8057:"Liesma":419,5:2541:0,4:0,24:0,04:"M:5:V"
8325:"Macondo":340,965:2584:0,2:0,42:0,02:"M:7:V"
768:"Gloas":345,84:2646:0,4:0,5:0,06:"M:3:V"
5899:"Lysian Nexus":1287,1:2691:0,3:0,32:0,06:"M:5:V"
4478:"Dalim":803,71:4101:0,6:0,93:0,27:"K:3:V"
9011:"Tegmine":8,16:2976:0,1:0,34:0,07:"M:1:V"
9574:"Bellatrix":1076,89:2748:0,1:0,55:0,03:"M:5:V"
5985:"Tarf":585,001:2498:0,1:0,7:0,04:"M:0:V"
9736:"Ayeyarwady":14,32:4194:0,7:0,8:0,47:"K:3:V"
5162:"Nebula Radiance":489,069:5088:0,5:0,8:0,12:"K:0:V"
8755:"Tsubasa Echoes":543:4347:0,6:0,71:0,51:"K:3:V"
661:"Alruba":96,2338:5572:1:1,13:0,64:"G:4:V"
6766:"Kachō":18,16:3981:0,5:0,73:0,45:"K:3:V"
8302:"Obsidian Threshold":50,2:3905:0,7:0,85:0,54:"K:6:V"
4730:"Koit":362,07:2463:0,2:0,14:0,05:"M:8:V"
6680:"Astrolithium":7020:3064:0,3:0,68:0,02:"M:0:V"
8779:"Menkent":1101,08:4695:0,5:0,82:0,13:"K:2:V"
8174:"Luminous Ember":137,18:4057:0,7:0,95:0,25:"K:4:V"
7403:"Lyraflux":281,7:2521:0,4:0,17:0,05:"M:8:V"
8945:"Aldhibah":659,37:2423:0,2:0,26:0:"M:6:V"
124:"Megrez":96,5:5495:1:1,05:0,91:"G:2:V"
8499:"Horna":1518,14:3473:0,2:0,04:0,07:"M:1:V"
5069:"Kaus Australis":806,07:3732:0,7:0,89:0,26:"K:0:V"
595:"Lerna":225,7:2741:0,3:0,61:0,07:"M:0:V"
6878:"Fuyue":164,47:2969:0,1:0,26:0,06:"M:2:V"
8206:"Tsuki's Beacon":60,8447:2790:0,2:0,34:0:"M:4:V"
7069:"Ephemeral Abyss":104,93:4311:0,7:0,75:0,17:"K:0:V"
1601:"Fawaris":500,225:3167:0,1:0,68:0,07:"M:3:V"
5051:"Etherion":1267,59:2466:0,1:0,08:0,02:"M:3:V"
4131:"Lygos Veil":73,41:5510:1:0,97:1,2:"G:2:V"
8396:"Galehelm":323,2:5172:0,6:0,94:0,16:"K:0:V"
7902:"Sceptrum":613,18:4395:0,8:0,89:0,22:"K:3:V"
7792:"Whalecaller":1823,49:2805:0,1:0,11:0,05:"M:5:V"
5099:"Whispering Cosmos":54,91:3130:0,2:0,6:0,07:"M:2:V"
3599:"Lurking Cosmos":3,8:2442:0,3:0,35:0,02:"M:8:V"
7938:"Spectrion":277,9:4209:0,5:0,84:0,58:"K:1:V"
8898:"Selene's Whimsy":28,6:2831:0,4:0,13:0,07:"M:3:V"
3749:"Denebola":605:2618:0,3:0,44:0,01:"M:6:V"
276:"Nebulaflux":1754,39:2828:0,1:0,24:0,07:"M:2:V"
3092:"Fafnir":851,9:3538:0,3:0,66:0,01:"M:0:V"
8647:"Torcular":809,64:2405:0,4:0,39:0,01:"M:8:V"
6651:"Mönch":208,38:2491:0,4:0,69:0,07:"M:1:V"
7096:"Geisha's Whisper":1576,29:5219:1:0,96:1,21:"G:2:V"
2641:"Koi Horizon":1526,02:2409:0,3:0,59:0,04:"M:5:V"
6636:"Sansuna":421,763:5717:0,9:1,01:0,66:"G:2:V"
6952:"Komorebi Cascade":611,041:3841:0,8:0,76:0,11:"K:5:V"
5256:"Orion's Elegance":5,38:4113:0,7:0,92:0,14:"K:5:V"
2071:"Galaxix":105,58:4680:0,7:0,79:0,43:"K:3:V"
2001:"Icewind":1257,7:2862:0,2:0,59:0,01:"M:2:V"
1682:"Algorab":362,253:3266:0,3:0,13:0,06:"M:1:V"
1958:"Starshara":140,4:3076:0,3:0,58:0,05:"M:4:V"
8256:"Astrobane":40,14:2796:0,2:0,39:0,07:"M:5:V"
6227:"Aldhanab":773,13:2771:0,3:0,33:0,06:"M:6:V"
8547:"Lusitânia":1191,33:4010:0,7:0,73:0,3:"K:7:V"
4829:"Alnitak":651,31:2892:0,4:0,58:0:"M:0:V"
8328:"Fulu":1277,32:3246:0,3:0,07:0,07:"M:0:V"
1065:"Lunariara":8,82:3958:0,5:0,72:0,56:"K:6:V"
2028:"Xamidimura":919,92:2653:0,2:0,11:0,05:"M:1:V"
8977:"Chechia":577,267:4333:0,6:0,74:0,56:"K:5:V"
3880:"Aldulfin":537,21:4227:0,7:0,91:0,11:"K:3:V"
244:"Nenque":226,829:2800:0,1:0,29:0,03:"M:0:V"
4145:"Flegetonte":323,478:3855:0,8:0,72:0,09:"K:3:V"
3345:"Kawa":589,9:4225:0,6:0,81:0,41:"K:5:V"
1114:"Asahi":316,61:4304:0,6:0,93:0,43:"K:2:V"
2353:"Mintaka":285,461:2951:0,3:0,67:0,02:"M:2:V"
327:"Tejat":299:5391:1:1,05:0,63:"G:2:V"
5109:"Arcturus":283,61:2401:0,4:0,62:0,06:"M:4:V"
3798:"Toliman":14,063:4003:0,7:0,84:0,39:"K:0:V"
4355:"Cursa":63:3155:0,1:0,1:0:"M:1:V"
9204:"Amatsu Echo":24:3850:0,5:0,81:0,5:"K:2:V"
1152:"Pulsar Radiance":27:3218:0,1:0,6:0:"M:2:V"
6375:"Matar":45,1309:2696:0,2:0,28:0,05:"M:2:V"
1749:"Ma'at's Silence":412,5:4252:0,7:0,85:0,57:"K:0:V"
1614:"Minelauva":1525,32:2797:0,2:0,59:0,01:"M:2:V"
4144:"Cosmosis":494,818:2835:0,2:0,53:0,02:"M:1:V"
1952:"Dschubba":611,845:2470:0,4:0,1:0,04:"M:4:V"
6763:"Obsidian Whispers":10,735:2733:0,1:0,08:0,07:"M:0:V"
3713:"Hoshizora":588,12:3832:0,5:0,9:0,51:"K:0:V"
4135:"Násti":27,19:2777:0,4:0,33:0,06:"M:1:V"
4696:"Capella":155:3851:0,5:0,92:0,21:"K:3:V"
6865:"Fumalsamakah":28,04:2988:0,3:0,65:0,07:"M:0:V"
8553:"Tania Borealis":290,495:2528:0,3:0,7:0,05:"M:6:V"
6655:"Geisha's Mirage":455:4227:0,6:0,9:0,42:"K:5:V"
2235:"Hannya Cosmos":230:4018:0,5:0,75:0,38:"K:3:V"
1692:"Thuban":446,05:2967:0,4:0,28:0:"M:3:V"
1815:"Bonsai Gaze":651,897:2537:0,3:0,26:0,03:"M:5:V"
5560:"Alterf":6651:2791:0,1:0,17:0,08:"M:4:V"
2724:"Elysian Nebula":313,996:2616:0,4:0,4:0,07:"M:5:V"
6648:"Hoshizora Seraph":31,26:4150:0,6:0,75:0,14:"K:2:V"
496:"Aegis Obscura":269,3:3131:0,3:0,08:0,01:"M:1:V"
2359:"Exoplanix":678,426:2688:0,2:0,47:0,05:"M:6:V"
4939:"Alkarab":924,556:2540:0,3:0,07:0,03:"M:8:V"
6753:"Solstara":409,46:4048:0,6:0,91:0,15:"K:5:V"
6984:"Polaris Australis":26,49:3771:0,6:0,8:0,11:"K:2:V"
1987:"Solaraether":140:3129:0,4:0,13:0,02:"M:0:V"
6123:"Eagleeye":560,445:3211:0,1:0,03:0,04:"M:2:V"
8156:"Luminastra":362,1:2526:0,3:0,48:0,02:"M:2:V"
2816:"Riftwarder":24,3323:3109:0,3:0,2:0,03:"M:3:V"
5880:"Vortexith":212,48:2706:0,2:0,45:0,03:"M:4:V"
9120:"Misam":272,2:4189:0,8:0,82:0,41:"K:4:V"
9963:"Kaus Media":1046,03:4767:0,6:0,95:0,12:"K:2:V"
3163:"Anubis Serenity":1287,77:5365:1:1,12:1,3:"G:4:V"
4588:"Yoru Ascendance":811,74:2797:0,3:0,08:0,02:"M:5:V"
3387:"Muspelheim":321,9:5498:0,9:1:0,68:"G:2:V"
1060:"Sagarmatha":110,6:3354:0,1:0,11:0,01:"M:1:V"
9086:"Shinju":75,2092:2479:0,2:0,4:0:"M:2:V"
1851:"Hawkfire":56,8:2902:0,3:0,15:0,01:"M:2:V"
4701:"Nova Veil":206,608:5457:0,8:1,12:0,77:"G:4:V"
6428:"Ebon Depths":755,173:2445:0,4:0,33:0,05:"M:7:V"
6109:"Zenithariana":114:2708:0,2:0,19:0,02:"M:3:V"
3136:"Zypheron":595,331:2494:0,1:0,35:0,07:"M:1:V"
4285:"Ecliptara":415,135:2786:0,4:0,64:0,01:"M:1:V"
9744:"Anubis' Echo":1162,66:5435:1:1,05:1,12:"G:5:V"
9057:"Azha":34,8523:3961:0,7:0,76:0,21:"K:5:V"
9269:"Muliphein":1559,37:2517:0,2:0,04:0,03:"M:0:V"
8171:"Ebon Cosmos":765,99:2642:0,3:0,69:0,05:"M:2:V"
6936:"Nebularian":200,727:3086:0,2:0,67:0,01:"M:4:V"
1315:"Sekhmet's Resonance":864,68:2939:0,3:0,03:0,06:"M:3:V"
4440:"Arcanum Flux":619,74:4566:0,6:0,7:0,45:"K:2:V"
7931:"Cosmara":862,366:2902:0,1:0,33:0,04:"M:0:V"
4725:"Nebulionara":30,6:2677:0,1:0:0,04:"M:3:V"
6259:"Porrima":606,992:2587:0,1:0,31:0,03:"M:2:V"
990:"Bastet's Silence":553,4:3662:0,1:0,39:0,02:"M:0:V"
2860:"Lich":632,551:5801:0,9:1,11:0,9:"G:2:V"
3354:"Barnard's Star":50,1928:4990:0,8:0,96:0,51:"K:0:V"
3473:"Cryptic Nebula":528,3:2500:0,1:0,33:0,02:"M:5:V"
8936:"Geisha's Echo":32,85:2900:0,4:0,58:0,07:"M:5:V"
8240:"Gacrux":426,57:2511:0,4:0,15:0,08:"M:4:V"
3942:"Horus' Resonance":581,463:4743:0,7:0,72:0,16:"K:2:V"
7848:"Musica":69,61:2654:0,2:0,04:0,06:"M:5:V"
8829:"Eltanin":225,643:2603:0,3:0,1:0,07:"M:3:V"
770:"Alderamin":809,5:2636:0,3:0,1:0,07:"M:7:V"
1973:"Botein":339,9:4596:0,7:0,74:0,42:"K:3:V"
8403:"Sakura":811,89:3295:0,4:0,51:0,04:"M:0:V"
8995:"Meleph":597,122:5426:1:1,1:1,43:"G:2:V"
5241:"Dziban":28,8:5227:0,9:1,06:1,17:"G:2:V"
2759:"Proxima Centauri":28,49:2526:0,1:0,2:0,06:"M:8:V"
2471:"Vesperian Whimsy":276,955:2818:0,1:0,29:0,02:"M:2:V"
2473:"Vortexarian":556,266:3194:0,1:0,16:0,07:"M:3:V"
9047:"Ronin's Veil":558,855:2891:0,3:0,52:0,04:"M:3:V"
6692:"Yugure Radiance":704,473:3252:0,4:0,31:0,04:"M:1:V"
5614:"Stardrake":901,8:5766:1:1,07:0,7:"G:2:V"
212:"Dombay":1546,55:3379:0,2:0,02:0,05:"M:1:V"
4377:"Exoplantra":774,02:3275:0,4:0,15:0,04:"M:2:V"
522:"Bharani":1291,32:2408:0,3:0,57:0,05:"M:3:V"
3071:"Furud":661,244:3830:0,7:0,81:0,36:"K:2:V"
9446:"Solarionis":82,2:3925:0,8:0,75:0,52:"K:7:V"
40:"Cassioflux":175,713:2474:0,3:0,15:0,07:"M:6:V"
3905:"Edasich":233,4:5302:0,9:0,96:0,82:"G:4:V"
448:"Heliosys":131:4405:0,6:0,88:0,38:"K:4:V"
3762:"Ukiyo's Resonance":344,01:3186:0,4:0,43:0,03:"M:3:V"
3668:"Spectronix":453,9:2513:0,1:0,09:0,06:"M:5:V"
1427:"Pipirima":958,1:4596:0,6:0,88:0,24:"K:0:V"
7429:"Petra":593,472:2943:0,4:0,56:0,05:"M:4:V"
397:"Lunar Quasar":111,98:5733:1:1,01:0,7:"G:2:V"
9584:"Kūkan Cascade":1305,99:2467:0,2:0,03:0,03:"M:5:V"
691:"Tesserara":963,67:4079:0,8:0,8:0,2:"K:5:V"
3517:"Tureis":303:3778:0,8:0,94:0,35:"K:2:V"
3445:"Sorairo Mirage":11,15:2743:0,2:0,21:0,04:"M:4:V"
2092:"Astrophia":1435,54:2804:0,2:0,41:0,03:"M:5:V"
8609:"Thunderforge":628,457:3419:0,1:0,43:0,07:"M:0:V"
1350:"Kirei":379,55:3122:0,2:0,21:0,04:"M:3:V"
2722:"Galactic Ember":12,7:2463:0,2:0,01:0,01:"M:3:V"
2935:"Celestial Serenity":836,13:5477:0,9:1,14:1,45:"G:4:V"
3003:"Intan":1034,77:2559:0,2:0,07:0,08:"M:2:V"
4783:"Ogma":1323,08:2948:0,3:0,53:0,08:"M:3:V"
3028:"Grumium":452,612:4139:0,6:0,82:0,21:"K:6:V"
5928:"Yozora Labyrinth":83,29:2806:0,3:0,62:0,08:"M:3:V"
2227:"Amadioha":5910:3137:0,1:0,25:0,05:"M:2:V"
328:"Infinity Iris":277,7:2401:0,2:0,47:0:"M:2:V"
5089:"Copernicus":84,6:5332:0,9:1,04:1,28:"G:2:V"
8554:"Ran":510:4448:0,5:0,84:0,24:"K:4:V"
5537:"Kaffaljidhma":280,5:2467:0,3:0,13:0,03:"M:7:V"
2638:"Cleopatra's Expanse":1106,61:3138:0,2:0,23:0,01:"M:2:V"
1934:"Spectral Veil":615,877:3922:0,6:0,79:0,26:"K:2:V"
4634:"Tapecue":647,501:4094:0,5:0,78:0,18:"K:5:V"
425:"Quasarionix":4670:2403:0,1:0,58:0,03:"M:5:V"
9798:"Alkaid":604:3883:0,6:0,8:0,37:"K:7:V"
7143:"Crimson Void":799,552:2925:0,4:0,46:0,04:"M:4:V"
3952:"Sham":459,664:2955:0,4:0,05:0,03:"M:0:V"
1426:"Arcalís":512,033:5428:0,9:1,01:1,12:"G:4:V"
9909:"Prima Hyadum":919,62:3880:0,5:0,77:0,2:"K:6:V"
4280:"Atik":485:3846:0,5:0,82:0,36:"K:6:V"
7667:"Tamashī Labyrinth":88,9:3177:0,2:0,05:0,07:"M:0:V"
4592:"Astrobix":12,6:4134:0,6:0,87:0,51:"K:5:V"
6492:"Cosmoth":1462,04:2583:0,4:0,6:0,01:"M:5:V"
1455:"Chaophraya":26,12:3341:0,3:0,19:0,06:"M:2:V"
4623:"Alcyone":23,7324:3185:0,1:0,24:0,08:"M:2:V"
8589:"Alphecca":80,9:3103:0,1:0,42:0,03:"M:2:V"
3341:"Aspidiske":245:2754:0,4:0,55:0,07:"M:4:V"
6441:"Bélénos":11,1:3951:0,7:0,87:0,54:"K:0:V"
8047:"Hunahpú":865,2:5241:1:1,13:0,98:"G:2:V"
130:"Ainalrami":37,99:3069:0,2:0,24:0,01:"M:2:V"
5543:"Kasai":67,5478:2639:0,3:0,11:0,01:"M:4:V"
1423:"Skaldspark":892:2653:0,4:0,35:0,06:"M:3:V"
8213:"Titawin":156,66:4119:0,8:0,91:0,39:"K:6:V"
7092:"Akatsuki Celestial":5690:2549:0,3:0,14:0,02:"M:3:V"
4083:"Menkib":65,7:3061:0,3:0,05:0,06:"M:2:V"
2200:"Astral Nexus":234,7:2427:0,2:0,56:0,06:"M:5:V"
7538:"Miaplacidus":161,2:3140:0,2:0,14:0,02:"M:3:V"
9844:"Arcadian Whispers":603,464:2467:0,4:0,47:0,01:"M:5:V"
3355:"Torii Celestial":747:4096:0,5:0,79:0,43:"K:0:V"
3965:"Snowstrider":135,8:2642:0,2:0,59:0,06:"M:3:V"
2172:"Moriah":56,4:2517:0,3:0,64:0,06:"M:7:V"
1176:"Uchū":217,718:2820:0,4:0,01:0,07:"M:3:V"
907:"Axeheart":373,675:2489:0,3:0,13:0:"M:7:V"
1335:"Kiri Horizon":403,99:2470:0,1:0,38:0,06:"M:2:V"
8982:"Suhail":430,254:2464:0,4:0,59:0,02:"M:3:V"
3106:"Scarabian Horizon":788,83:2503:0,1:0,02:0,07:"M:1:V"
9602:"Nembus":544:2587:0,2:0,32:0,08:"M:6:V"
3785:"Atlas":268,97:2627:0,3:0,02:0,06:"M:4:V"
9749:"Mekbuda":459,1:4479:0,5:0,75:0,1:"K:4:V"
2178:"Rasalhague":1042,1:2661:0,4:0,09:0,01:"M:4:V"
632:"Irena":852,006:5224:0,9:1,1:0,99:"G:4:V"
1518:"Aetherionis":67,02:4280:0,5:0,79:0,54:"K:1:V"
1524:"Enishi Resonance":47:4521:0,7:0,79:0,47:"K:2:V"
8722:"Vorpal Abyss":1401,35:3284:0,3:0,18:0,03:"M:2:V"
9553:"Umi Expanse":116:4448:0,5:0,79:0,43:"K:3:V"
7227:"Lesath":1179,52:3334:0,4:0,03:0,04:"M:2:V"
2895:"Kasai Ember":16,9:4367:0,6:0,76:0,39:"K:2:V"
5132:"Sekhmet's Ember":66,5:3200:0,3:0,24:0,01:"M:3:V"
5366:"Cassionix":1107:5479:0,9:1,1:1,09:"G:4:V"
2682:"Zenithrion":28,55:3432:0,4:0,25:0:"M:1:V"
9168:"Pherkad":816,727:5264:0,9:1:1,11:"G:2:V"
7613:"Starglow Haven":340:4445:0,5:0,94:0,16:"K:3:V"
8397:"Helionis":633,072:3428:0,3:0,56:0,07:"M:1:V"
3650:"Heliosara":3,6:2652:0,3:0,17:0,05:"M:5:V"
5667:"Cerulean Cryptic":1334,94:2911:0,3:0,62:0,05:"M:4:V"
5345:"Cosmic Elegance":488,806:2870:0,2:0,49:0,07:"M:1:V"
5594:"Wolfheart":347,814:2538:0,1:0,36:0,03:"M:1:V"
1374:"Rasalas":276,7:2617:0,2:0,3:0:"M:3:V"
7275:"Saiph":40,3:4168:0,5:0,72:0,17:"K:6:V"
7310:"Hatysa":758,783:3948:0,7:0,78:0,53:"K:3:V"
528:"Stormcaller":638,35:3325:0,2:0,17:0,04:"M:1:V"
3644:"Belel":763,662:2476:0,3:0,53:0,05:"M:7:V"
3223:"Astrum Cryptic":338:2831:0,1:0,36:0,01:"M:0:V"
4052:"Tabit":913,492:5621:0,9:1,14:0,92:"G:4:V"
5548:"Asterion Abyss":17,3:2877:0,4:0,23:0,03:"M:1:V"
2550:"Pulsar Seraph":1332,09:3106:0,3:0,22:0,03:"M:4:V"
1419:"Franz":818:2494:0,3:0,04:0,04:"M:2:V"
6251:"Heliconian Mirage":870:2789:0,4:0,31:0,01:"M:1:V"
9453:"Hanami Echo":638,978:2877:0,3:0,32:0,06:"M:1:V"
9046:"Khambalia":251,934:5470:0,8:1,01:1,29:"G:3:V"
6739:"Taiyi":664,24:5466:0,8:1,09:0,92:"G:2:V"
4557:"Whalebone":250,489:3146:0,3:0,51:0,04:"M:3:V"
1942:"Giausar":414,47:3403:0,3:0,68:0,06:"M:1:V"
4960:"Achird":437,063:2404:0,4:0,34:0,03:"M:3:V"
9515:"Cebalrai":156,7:5421:0,8:1,04:1,2:"G:4:V"
4626:"Syrma":1097,33:2622:0,2:0,51:0,03:"M:5:V"
4710:"Palladium Shroud":1344,29:2872:0,4:0,04:0:"M:1:V"
2127:"Salm":7170:5536:0,9:1,11:1,46:"G:4:V"
21:"Alshain":1581,53:3067:0,4:0,5:0,05:"M:3:V"
984:"Ignitionara":169,5:3320:0,2:0,35:0,08:"M:2:V"
8487:"Ombraflux":390,8:3310:0,2:0,45:0,04:"M:1:V"
7509:"Starlight Haven":1218,92:3036:0,3:0,62:0,06:"M:4:V"
